Jogo ID;Home;Gols Home;Gols  Away;Away;odd Home;odd Draw;odd Away;Home Score HT;Away Score HT;Corner Home;Corner Away;Total Corner Match;Ano
161;Botafogo;1;1;Corinthians;1.83;3.65;5.97;1;0;6;2;8;2025
162;Fortaleza;3;1;Bragantino;2.50;3.15;2.91;2;1;9;5;14;2025
162;Juventude;1;1;A. Mineiro;3.60;3.10;2.20;1;1;1;8;9;2024
163;Mirasol;1;1;Vitoria;1.75;3.40;5.10;1;1;8;5;13;2025
163;Corinthians;2;1;Criciuma;1.90;3.30;4.20;0;1;5;5;10;2024
164;Sport;2;2;Santos;1.75;3.10;2.91;1;0;4;3;7;2025
164;Cruzeiro;2;1;Bragantino;1.95;3.40;4.00;1;0;1;8;9;2024
165;Palmeiras;1;0;Gremio;1.35;4.80;9.60;1;0;2;3;5;2025
165;Fluminense;1;0;A. Paranaense;2.04;3.20;3.87;0;0;5;3;8;2024
166;Cruzeiro;1;2;Ceara;1.47;4.10;7.50;1;1;10;3;13;2025
166;Internacional;1;1;Flamengo;2.20;3.50;3.15;0;1;5;5;10;2024
167;São Paulo;3;1;Fluminense;2.25;3.24;3.30;1;0;7;3;10;2025
167;A. Goianiense;0;1;Vasco;2.25;3.40;3.20;0;0;4;6;10;2024
168;Bahia;3;0;Juventude;1.43;4.20;8.00;1;0;2;1;3;2025
168;São Paulo;1;0;Gremio;1.61;3.70;5.50;1;0;8;9;17;2024
169;Internacional;1;1;Vasco;1.65;3.70;5.50;0;1;10;5;15;2025
169;Botafogo;1;0;Palmeiras;2.55;3.20;2.75;0;0;5;4;9;2024
170;Flamengo;1;0;A. Mineiro;1.44;4.15;8.00;0;0;5;7;12;2025
170;Fortaleza;3;1;Vitoria;1.61;3.80;5.00;2;0;1;6;7;2024
171;Flamengo;2;1;Criciuma;1.33;4.75;9.00;0;1;7;4;11;2024
171;Sport;0;0;Bahia;3.20;3.10;2.30;0;0;3;6;9;2025
172;Botafogo;1;0;Internacional;1.75;3.40;5.00;1;0;2;1;3;2024
172;Mirasol;3;2;Vasco;1.85;3.20;4.75;0;0;4;4;8;2025
173;Palmeiras;2;0;Cruzeiro;1.57;4.00;5.50;1;0;6;4;10;2024
173;Fluminense;1;0;Gremio;1.83;3.40;4.75;1;0;6;4;10;2025
174;Gremio;2;0;Vitoria;1.85;3.30;4.50;0;0;7;4;11;2024
174;Botafogo;0;2;Cruzeiro;2.15;3.20;3.60;0;2;6;5;11;2025
175;Corinthians;1;1;Fortaleza;1.90;3.25;4.33;0;1;5;3;8;2025
175;A. Mineiro;2;0;Vasco;1.90;3.40;4.00;2;0;6;1;7;2024
176;Bahia;0;1;Corinthians;1.61;3.75;5.50;0;1;6;3;9;2024
176;A. Mineiro;2;1;Bragantino;1.85;3.40;4.33;1;0;9;0;9;2025
177;Fortaleza;3;1;A. Goianiense;1.52;4.01;6.01;1;1;5;6;11;2024
177;Ceara;1;1;Flamengo;4.33;3.30;1.90;0;0;5;7;12;2025
178;Juventude;0;0;São Paulo;3.40;3.25;2.15;0;0;1;4;5;2024
178;Vitoria;2;2;Palmeiras;4.33;3.40;1.90;1;0;6;2;8;2025
179;Bragantino;1;0;A. Paranaense;2.00;3.25;2.15;1;0;2;11;13;2024
179;Internacional;1;2;São Paulo;2.00;3.25;4.00;0;1;4;5;9;2025
180;Santos;3;1;Juventude;1.44;4.50;7.50;2;1;3;8;11;2025
180;Cuiaba;0;1;Fluminense;2.40;3.20;3.00;0;0;6;4;10;2024
181;Flamengo;2;1;Mirasol;1.40;4.50;8.00;1;0;11;10;21;2025
181;A. Paranaense;1;0;A. Mineiro;2.37;3.25;3.00;1;0;4;3;7;2024
182;Bragantino;1;3;Internacional;2.25;3.10;3.40;0;2;8;6;14;2025
182;Criciuma;1;0;Bragantino;2.38;3.30;3.00;1;0;6;8;14;2024
183;São Paulo;2;0;Vitoria;1.50;3.75;7.50;1;0;4;3;7;2025
183;Internacional;2;1;Fortaleza;1.91;3.30;4.20;1;1;8;3;11;2024
184;Vasco;1;0;Cuiaba;1.85;3.40;4.50;0;0;3;2;5;2024
184;Fortaleza;0;5;Botafogo;3.00;3.10;2.40;0;2;2;8;10;2025
185;Bahia;3;3;Fluminense;2.00;3.20;4.00;2;1;8;2;10;2025
185;São Paulo;2;2;Botafogo;2.25;3.40;3.10;1;2;7;1;8;2024
186;Palmeiras;2;1;Ceara;1.40;4.50;8.00;0;0;3;3;6;2025
186;Cruzeiro;2;0;Juventude;1.57;3.95;6.10;1;0;6;5;11;2024
187;Vasco;1;1;A. Mineiro;2.25;3.10;3.40;1;1;6;10;16;2025
187;Vitoria;1;2;Flamengo;4.33;3.50;1.86;0;1;4;8;12;2024
188;Cruzeiro;1;2;Santos;1.50;3.70;7.50;1;0;15;3;18;2025
188;A. Goianiense;1;1;Bahia;2.75;3.32;2.55;0;0;8;4;12;2024
189;Gremio;0;1;Sport;1.90;3.25;4.33;0;0;3;2;5;2025
189;Fluminense;1;0;Palmeiras;3.26;3.30;2.25;0;0;4;2;6;2024
190;Corinthians;2;2;Gremio;2.05;3.40;3.60;1;1;4;5;9;2024
190;Juventude;2;1;Corinthians;2.90;3.10;2.50;1;0;3;2;5;2025
191;A. Mineiro;2;1;Corinthians;1.72;3.50;5.25;1;1;4;4;8;2024
191;Ceara;1;0;Bragantino;2.00;3.10;4.20;1;0;3;4;7;2025
192;Fluminense;2;1;Fortaleza;1.75;3.50;5.00;1;0;2;6;8;2025
192;Bahia;1;1;Internacional;2.10;3.30;3.60;1;0;4;2;6;2024
193;Botafogo;0;3;Cruzeiro;1.86;3.45;4.20;0;2;8;1;9;2024
193;Sport;2;2;São Paulo;2.30;3.00;3.40;1;0;4;10;14;2025
194;Vitoria;2;2;Juventude;1.75;3.50;5.00;1;0;4;6;10;2025
194;Cuiaba;1;2;A. Paranaense;2.60;3.00;3.00;0;1;12;2;14;2024
195;Flamengo;2;0;A. Goianiense;1.30;5.25;11.05;1;0;6;3;9;2024
195;Corinthians;1;2;Bahia;2.62;3.10;2.90;1;2;9;1;10;2025
196;A. Mineiro;1;3;Gremio;1.72;3.60;5.00;1;1;4;4;8;2025
196;Fortaleza;1;0;São Paulo;2.33;3.00;3.35;1;0;3;10;13;2024
197;Santos;0;6;Vasco;1.90;3.52;4.00;0;1;3;3;6;2025
197;Gremio;1;0;Vasco;2.15;3.25;3.60;0;0;8;3;11;2024
198;Juventude;1;2;Criciuma;2.40;3.10;3.40;0;0;5;7;12;2024
198;Internacional;1;3;Flamengo;3.40;3.10;2.30;0;2;10;5;15;2025
199;Palmeiras;0;2;Vitoria;1.33;5.00;8.80;0;0;13;2;15;2024
199;Botafogo;0;1;Palmeiras;2.90;3.00;2.62;0;1;4;3;7;2025
200;Bragantino;0;1;Fluminense;2.25;3.30;3.26;0;1;5;6;11;2024
200;Mirasol;1;1;Cruzeiro;3.10;3.20;2.40;0;1;7;2;9;2025
201;A. Paranaense;0;2;Gremio;1.75;3.60;4.75;0;2;9;0;9;2024
201;Vasco;2;3;Corinthians;2.40;3.25;3.00;0;1;3;5;8;2025
202;Bragantino;4;2;Fluminense;2.30;3.25;3.10;2;1;2;11;13;2025
202;A. Goianiense;1;4;Botafogo;3.50;3.34;2.10;1;1;3;7;10;2024
203;Corinthians;1;1;Juventude;1.67;3.65;5.40;0;1;11;3;14;2024
203;Cruzeiro;2;1;Internacional;1.70;3.75;5.00;1;1;5;1;6;2025
204;Gremio;0;0;Ceara;2.00;3.50;3.60;0;0;4;1;5;2025
204;Criciuma;2;1;A. Mineiro;3.00;3.30;2.35;0;0;5;1;6;2024
205;Bahia;2;0;Santos;1.65;3.90;5.35;1;0;3;0;3;2025
205;Cruzeiro;1;2;Fortaleza;1.99;3.30;3.90;1;2;5;1;6;2024
206;Fluminense;1;0;Bahia;2.05;3.37;3.62;1;0;3;3;6;2024
206;Fortaleza;0;1;Mirasol;2.10;3.20;3.60;0;1;11;3;14;2025
207;Internacional;1;1;Palmeiras;2.55;3.20;2.80;1;0;4;11;15;2024
207;Juventude;1;3;Botafogo;4.75;3.60;1.72;1;1;5;3;8;2025
208;São Paulo;2;0;A. Mineiro;1.95;3.20;4.20;1;0;5;1;6;2025
208;São Paulo;1;0;Flamengo;2.21;3.05;3.60;0;0;8;3;11;2024
209;Palmeiras;3;0;Sport;1.38;4.75;8.00;1;0;6;3;9;2025
209;Vasco;2;2;Bragantino;2.18;3.25;3.40;0;1;4;3;7;2024
210;Flamengo;8;0;Vitoria;1.28;5.25;11.00;4;0;8;1;9;2025
210;Vitoria;1;0;Cuiaba;2.15;3.35;3.34;0;0;4;5;9;2024
211;Ceara;0;1;Juventude;1.61;3.80;5.50;0;0;4;5;9;2025
211;Bahia;2;0;Vitoria;1.65;3.70;5.25;1;0;2;1;3;2024
212;Botafogo;4;1;Bragantino;1.50;4.00;6.50;3;1;6;8;14;2025
212;Cruzeiro;0;0;A. Mineiro;2.20;3.20;3.50;0;0;2;4;6;2024
213;Cruzeiro;1;0;São Paulo;1.80;3.40;4.50;0;0;6;9;15;2025
213;Flamengo;1;1;Palmeiras;1.95;3.50;3.80;0;0;4;2;6;2024
214;Flamengo;1;1;Gremio;1.36;4.50;9.00;0;0;13;0;13;2025
214;Internacional;2;2;A. Paranaense;2.00;3.30;3.60;1;1;9;0;9;2024
215;Santos;0;0;Fluminense;2.40;3.10;3.10;0;0;6;1;7;2025
215;Juventude;3;2;Botafogo;3.30;3.30;2.15;2;0;6;12;18;2024
216;Vasco;2;0;Fluminense;2.40;3.25;2.90;1;0;6;3;9;2024
216;Corinthians;1;1;Palmeiras;2.80;3.10;2.60;1;1;3;10;13;2025
217;Corinthians;1;1;Bragantino;2.00;3.30;3.75;0;1;6;6;12;2024
217;Mirasol;5;1;Bahia;2.60;3.00;2.90;3;0;4;2;6;2025
218;Cuiaba;1;3;Gremio;2.15;3.30;3.40;0;1;5;5;10;2024
218;Vitoria;1;0;A. Mineiro;2.70;3.00;2.80;1;0;2;5;7;2025
219;Internacional;2;1;Fortaleza;1.61;3.75;5.50;1;1;4;5;9;2025
219;Fortaleza;1;0;Criciuma;1.70;3.50;5.50;0;0;4;6;10;2024
220;São Paulo;1;0;A. Goianiense;1.57;4.10;5.50;1;0;3;2;5;2024
220;Sport;2;3;Vasco;2.45;3.00;3.00;1;2;10;5;15;2025
221;A. Paranaense;1;2;Juventude;1.56;3.95;6.01;1;1;10;4;14;2024
221;A. Mineiro;1;1;Santos;1.83;3.50;4.40;0;0;7;3;10;2025
222;A. Mineiro;1;1;Cuiaba;1.61;3.70;5.20;1;1;8;6;14;2024
222;Bahia;1;2;Cruzeiro;2.80;3.05;2.72;1;0;6;5;11;2025
223;Fluminense;0;1;Corinthians;2.16;2.98;3.90;0;0;5;4;9;2025
223;Gremio;0;2;Bahia;2.50;3.20;2.70;0;1;1;5;6;2024
224;Fortaleza;2;0;Vitoria;1.85;3.40;4.55;1;1;4;2;6;2025
224;Bragantino;1;2;Fortaleza;2.15;3.20;3.25;1;1;9;2;11;2024
225;Fluminense;0;0;Corinthians;1.87;3.25;4.20;0;0;6;2;8;2024
225;Gremio;0;1;Mirasol;2.15;3.10;3.75;0;1;6;3;9;2025
226;A. Goianiense;1;0;Internacional;3.30;3.10;2.15;0;0;4;7;11;2024
226;Juventude;0;2;Flamengo;7.50;4.40;1.43;0;1;6;7;13;2025
227;Palmeiras;4;1;Internacional;1.62;3.75;5.50;4;0;7;1;8;2025
227;Criciuma;2;2;Vasco;2.10;3.30;3.30;1;2;9;10;19;2024
228;Bragantino;1;1;Sport;1.67;3.50;5.50;0;0;5;7;12;2025
228;Palmeiras;2;1;São Paulo;1.80;3.30;3.30;0;0;6;1;7;2024
229;São Paulo;1;0;Botafogo;2.30;2.96;3.50;1;0;4;4;8;2025
229;Botafogo;4;1;Flamengo;2.30;3.25;2.95;1;1;5;2;7;2024
230;Vasco;2;2;Ceara;1.91;3.30;4.33;1;1;3;3;6;2025
230;Vitoria;2;2;Cruzeiro;3.25;3.25;2.15;2;0;4;7;11;2024
231;Botafogo;1;0;A. Mineiro;1.66;3.60;5.50;0;0;7;4;11;2025
231;A. Mineiro;0;2;Fluminense;1.95;3.20;4.50;0;1;5;2;7;2024
232;Palmeiras;5;0;Cuiaba;1.44;4.20;8.50;4;0;7;1;8;2024
232;Ceara;1;1;Bahia;2.55;3.10;2.90;1;0;3;6;9;2025
233;Cruzeiro;2;1;Bragantino;1.61;3.75;5.50;1;1;7;4;11;2025
233;A. Goianiense;2;1;Juventude;1.85;3.40;4.50;0;0;4;6;10;2024
234;Flamengo;1;1;Vasco;1.33;5.00;10.00;1;1;3;7;10;2025
234;Criciuma;0;1;Gremio;2.55;3.25;2.87;0;0;6;9;15;2024
235;Internacional;2;3;Gremio;1.75;3.25;5.25;2;2;8;1;9;2025
235;Bahia;0;0;Botafogo;2.35;3.30;3.10;0;0;4;7;11;2024
236;Mirasol;2;0;Juventude;1.60;3.75;5.75;2;0;4;11;15;2025
236;Fortaleza;1;0;Corinthians;1.70;3.50;5.75;0;0;3;9;12;2024
237;Palmeiras;4;1;Fortaleza;1.33;4.50;10.00;1;1;11;2;13;2025
237;Internacional;1;0;Cruzeiro;2.10;3.25;3.75;0;0;12;3;15;2024
238;São Paulo;2;1;Vitoria;1.57;3.80;6.50;2;0;4;3;7;2024
238;Santos;1;0;São Paulo;2.37;3.10;3.10;0;0;4;3;7;2025
239;Flamengo;2;1;Bragantino;1.66;3.70;5.50;1;0;6;10;16;2024
239;Sport;1;0;Corinthians;2.75;3.00;2.75;0;0;8;7;15;2025
240;Vasco;2;1;A. Paranaense;2.15;3.25;3.50;0;1;4;5;9;2024
240;Vitoria;0;1;Fluminense;2.87;3.00;2.70;0;1;10;6;16;2025
241;A. Mineiro;1;0;Mirasol;1.95;3.25;4.00;1;0;4;11;15;2025
241;A. Paranaense;0;2;Palmeiras;2.60;3.40;2.55;0;1;4;4;8;2024
242;Cruzeiro;3;1;A. Goianiense;1.57;4.00;6.50;2;1;8;3;11;2024
242;Bahia;1;0;Palmeiras;2.70;3.20;2.60;0;0;1;4;5;2025
243;Cuiaba;2;1;Criciuma;2.05;3.40;3.40;0;1;5;5;10;2024
243;Corinthians;1;2;Flamengo;4.00;3.40;1.90;0;0;5;3;8;2025
244;Fluminense;2;0;Botafogo;2.40;3.10;3.10;1;0;4;2;6;2025
244;Fluminense;2;0;São Paulo;2.55;2.90;3.10;1;0;5;4;9;2024
245;Fortaleza;1;0;Sport;1.75;3.60;4.75;1;0;8;5;13;2025
245;Gremio;2;3;A. Mineiro;2.25;3.25;3.30;2;0;5;9;14;2024
246;Gremio;3;1;Vitoria;1.72;3.50;5.00;1;0;1;5;6;2025
246;Juventude;1;3;Internacional;3.40;3.30;2.15;0;2;6;4;10;2024
247;Bragantino;2;1;Bahia;2.24;3.40;3.20;0;0;5;10;15;2024
247;Juventude;1;1;Internacional;3.75;3.25;2.05;0;1;7;1;8;2025
248;Bragantino;2;2;Santos;2.10;3.25;3.50;1;0;5;7;12;2025
248;Vitoria;0;1;Vasco;2.31;3.25;3.10;0;0;10;3;13;2024
249;São Paulo;0;1;Ceara;1.60;3.75;5.75;0;0;7;3;10;2025
249;Botafogo;2;0;Fortaleza;1.83;3.55;4.33;0;0;9;6;15;2024
250;Corinthians;2;1;Flamengo;2.55;2.95;3.00;1;1;5;2;7;2024
250;Vasco;2;0;Cruzeiro;2.80;3.20;2.50;1;0;3;9;12;2025
251;A. Mineiro;0;0;Juventude;1.61;3.70;6.00;0;0;5;1;6;2025
251;A. Paranaense;1;1;Fortaleza;2.18;3.20;3.40;1;1;14;4;18;2024
252;Botafogo;2;1;Bahia;1.85;3.40;4.33;1;0;6;4;10;2025
252;A. Goianiense;0;2;Vitoria;2.00;3.35;3.75;0;1;9;5;14;2024
253;Flamengo;0;0;Cruzeiro;1.57;3.90;5.75;0;0;4;2;6;2025
253;Bahia;3;0;A. Mineiro;2.00;3.40;3.75;0;0;6;1;7;2024
254;Botafogo;2;1;Corinthians;1.54;3.95;6.30;1;0;6;3;9;2024
254;Fortaleza;0;2;São Paulo;2.75;3.00;2.70;0;1;8;6;14;2025
255;Cruzeiro;0;1;São Paulo;1.95;3.14;4.35;0;0;7;7;14;2024
255;Internacional;1;1;Corinthians;2.05;3.20;4.00;0;1;3;4;7;2025
256;Flamengo;1;1;Vasco;1.70;3.65;5.00;0;0;5;6;11;2024
256;Mirasol;1;1;Bragantino;1.85;3.30;4.33;0;1;12;5;17;2025
257;Palmeiras;3;0;Vasco;1.36;5.00;9.00;3;0;1;3;4;2025
257;Internacional;3;0;Cuiaba;1.57;3.77;6.30;2;0;2;3;5;2024
258;Santos;1;1;Gremio;1.95;3.40;3.80;0;0;10;0;10;2025
258;Juventude;2;1;Fluminense;2.91;3.14;2.45;0;1;8;5;13;2024
259;Palmeiras;5;0;Criciuma;1.34;4.90;8.60;3;0;4;6;10;2024
259;Sport;2;2;Fluminense;3.10;3.10;2.45;0;0;3;1;4;2025
260;Bragantino;2;2;Gremio;2.07;3.40;3.50;1;1;6;7;13;2024
260;Vitoria;1;0;Ceara;2.40;3.00;3.10;1;0;6;3;9;2025
261;Fluminense;3;0;A. Mineiro;1.80;3.50;4.50;1;0;4;2;6;2025
261;A. Mineiro;3;0;Bragantino;1.90;3.60;3.90;1;0;4;2;6;2024
262;Corinthians;3;0;A. Goianiense;1.48;4.00;7.00;1;0;6;2;8;2024
262;Internacional;2;0;Botafogo;2.62;3.00;2.80;1;0;6;4;10;2025
263;Bragantino;1;0;Gremio;2.25;3.20;3.30;0;0;6;2;8;2025
263;Criciuma;0;0;A. Paranaense;2.35;3.30;3.00;0;0;12;1;13;2024
264;Corinthians;3;0;Mirasol;2.15;3.10;3.60;1;0;2;6;8;2025
264;Cuiaba;0;0;Cruzeiro;2.70;3.10;2.75;0;0;4;5;9;2024
265;São Paulo;2;3;Palmeiras;2.87;3.10;2.50;2;0;4;7;11;2025
265;Fluminense;0;1;Botafogo;3.00;3.20;2.40;0;0;5;4;9;2024
266;Vasco;4;3;Vitoria;1.72;3.50;5.00;1;2;5;0;5;2025
266;Fortaleza;4;1;Bahia;2.15;3.50;3.10;2;1;2;1;3;2024
267;Gremio;3;2;Flamengo;1.86;3.50;4.15;1;1;4;6;10;2024
267;Bahia;1;0;Flamengo;4.50;3.40;1.80;1;0;3;1;4;2025
268;São Paulo;1;3;Internacional;2.35;3.00;3.25;1;1;2;4;6;2024
268;Juventude;1;2;Fortaleza;2.70;3.10;2.70;1;0;8;1;9;2025
269;Ceara;3;0;Santos;2.20;3.20;3.40;1;0;2;7;9;2025
269;Vasco;0;1;Palmeiras;3.90;3.60;1.90;0;1;5;5;10;2024
270;Cruzeiro;1;1;Sport;1.33;4.75;9.50;0;1;10;3;13;2025
270;Vitoria;1;0;Juventude;1.95;3.25;4.00;1;0;4;5;9;2024
271;Palmeiras;5;1;Bragantino;1.39;4.50;8.00;1;1;8;3;11;2025
271;A. Goianiense;1;0;Fluminense;2.70;3.25;2.60;0;0;4;3;7;2024
272;Bahia;1;0;Criciuma;1.66;3.80;5.00;1;0;9;1;10;2024
272;Botafogo;0;3;Flamengo;3.90;3.25;2.00;0;1;3;2;5;2025
273;Botafogo;0;0;Gremio;1.72;3.80;4.50;0;0;5;3;8;2024
273;Mirasol;3;1;Internacional;2.15;3.25;3.45;2;1;9;2;11;2025
274;Cruzeiro;1;1;Vasco;2.00;3.40;3.60;0;1;11;4;15;2024
274;Sport;1;1;Ceara;2.35;3.10;3.30;0;0;5;4;9;2025
275;Flamengo;1;0;A. Paranaense;1.72;3.80;4.50;0;0;6;1;7;2024
275;A. Mineiro;1;1;Cruzeiro;3.40;3.00;2.30;0;0;2;1;3;2025
276;Fortaleza;1;0;Cuiaba;1.66;3.80;5.00;1;0;7;3;10;2024
276;Fortaleza;0;2;Vasco;2.32;3.20;3.24;0;1;10;2;12;2025
277;Internacional;3;1;Vitoria;1.66;3.80;5.00;1;0;2;6;8;2024
277;Santos;3;1;Corinthians;2.20;3.10;3.54;2;0;5;4;9;2025
278;Juventude;1;1;Bragantino;2.50;3.40;2.70;0;0;4;5;9;2024
278;Gremio;2;0;São Paulo;3.00;3.00;2.55;1;0;5;3;8;2025
279;Fluminense;1;0;Juventude;1.36;5.00;8.50;0;0;8;2;10;2025
279;Palmeiras;2;1;A. Mineiro;1.61;3.80;5.50;1;0;7;3;10;2024
280;São Paulo;3;1;Corinthians;1.80;3.50;4.50;1;0;7;2;9;2024
280;Vitoria;2;1;Bahia;2.80;2.87;2.80;1;1;4;3;7;2025
281;Corinthians;1;0;A. Mineiro;1.90;3.00;4.75;0;0;5;3;8;2025
281;A. Paranaense;0;1;Botafogo;2.87;3.50;2.37;0;1;8;3;11;2024
282;A. Mineiro;2;2;Vitoria;1.55;3.80;6.50;2;0;2;5;7;2024
282;Cruzeiro;1;0;Fortaleza;1.55;4.50;5.50;1;0;3;6;9;2025
283;Flamengo;3;2;Palmeiras;1.90;3.50;4.00;3;1;1;8;9;2025
283;Bahia;0;2;Flamengo;2.30;3.30;3.10;0;1;3;7;10;2024
284;Corinthians;2;2;Internacional;2.40;3.25;3.00;1;1;9;9;18;2024
284;Ceara;0;2;Botafogo;2.62;3.00;3.00;0;1;8;5;13;2025
285;Internacional;2;0;Sport;1.75;3.70;4.75;1;0;3;6;9;2025
285;Criciuma;2;0;A. Goianiense;1.90;3.10;4.50;1;0;7;6;13;2024
286;Mirasol;3;0;São Paulo;2.25;3.10;3.40;2;0;3;7;10;2025
286;Cuiaba;2;0;São Paulo;3.00;3.10;2.45;2;0;3;7;10;2024
287;Bahia;4;0;Gremio;1.72;3.80;4.75;2;0;4;2;6;2025
287;Fluminense;1;0;Cruzeiro;2.25;3.00;3.50;0;0;2;2;4;2024
288;Gremio;3;1;Fortaleza;2.00;3.50;3.75;1;1;8;3;11;2024
288;Juventude;1;0;Bragantino;2.75;3.30;2.50;1;0;4;2;6;2025
289;Vasco;2;0;Fluminense;2.87;3.10;2.50;1;0;1;4;5;2025
289;Bragantino;0;0;Palmeiras;3.80;3.70;1.95;0;0;1;3;4;2024
290;Santos;0;1;Vitoria;1.60;4.00;5.25;0;1;3;3;6;2025
290;Vasco;1;1;Juventude;1.72;3.60;5.00;1;1;3;6;9;2024
291;A. Mineiro;1;0;Ceara;1.80;3.50;4.50;1;0;3;7;10;2025
291;A. Goianiense;0;0;Cuiaba;2.05;3.20;3.75;0;0;8;4;12;2024
292;Botafogo;1;1;Criciuma;1.35;5.00;8.50;0;0;9;1;10;2024
292;Vitoria;0;1;Corinthians;2.75;3.10;2.60;0;0;5;6;11;2025
293;Corinthians;5;2;A. Paranaense;1.62;3.90;5.35;2;2;3;8;11;2024
293;Fluminense;1;0;Internacional;1.90;3.25;4.33;0;0;6;3;9;2025
294;Cruzeiro;1;1;Bahia;2.05;3.30;3.75;0;0;5;7;12;2024
294;Sport;1;2;Mirasol;2.80;3.20;2.50;1;1;7;1;8;2025
295;Flamengo;0;2;Fluminense;1.72;3.30;5.50;0;0;5;1;6;2024
295;Fortaleza;1;0;Flamengo;5.00;3.60;1.70;1;0;5;11;16;2025
296;Fortaleza;1;1;A. Mineiro;1.82;3.42;4.50;1;0;7;3;10;2024
296;São Paulo;2;0;Bahia;2.00;3.25;3.80;2;0;5;4;9;2025
297;Internacional;1;0;Gremio;1.81;3.50;4.55;0;0;3;6;9;2024
297;Botafogo;2;2;Santos;1.91;3.40;4.20;2;1;6;6;12;2025
298;Gremio;3;1;Juventude;1.53;3.80;6.50;1;0;4;3;7;2025
298;Juventude;3;5;Palmeiras;5.15;3.75;1.65;1;2;7;5;12;2024
299;São Paulo;3;0;Vasco;1.72;3.50;5.00;1;0;3;5;8;2024
299;Bragantino;0;3;Vasco;2.25;3.50;2.90;0;1;4;3;7;2025
300;Palmeiras;0;0;Cruzeiro;1.66;3.75;5.00;0;0;4;8;12;2025
300;Vitoria;1;0;Bragantino;2.20;3.20;3.44;0;0;5;5;10;2024
301;Cruzeiro;3;1;Vitoria;1.44;4.20;7.50;3;1;5;3;8;2025
301;A. Paranaense;3;0;Cruzeiro;2.06;3.30;3.75;1;0;7;1;8;2024
302;Santos;1;1;Fortaleza;1.68;3.80;5.19;0;1;7;4;11;2025
302;A. Mineiro;1;3;Internacional;3.38;3.00;2.31;1;2;3;3;6;2024
303;Mirasol;0;0;Botafogo;2.35;3.33;3.06;0;0;7;2;9;2025
303;Criciuma;1;1;São Paulo;2.90;3.10;2.52;1;0;6;7;13;2024
304;Flamengo;3;0;Sport;1.17;6.75;17.00;0;0;9;8;17;2025
304;Cuiaba;0;1;Corinthians;3.40;3.10;2.30;0;1;5;2;7;2024
305;Flamengo;4;2;Juventude;1.36;4.75;9.00;1;1;8;1;9;2024
305;Corinthians;2;0;Gremio;1.70;3.60;5.19;1;0;5;8;13;2025
306;Gremio;3;1;A. Goianiense;1.58;3.98;5.89;1;1;4;3;7;2024
306;Ceara;2;0;Fluminense;2.70;3.04;2.79;2;0;4;5;9;2025
307;Palmeiras;2;2;Fortaleza;1.50;4.20;6.70;1;1;3;3;6;2024
307;Internacional;0;0;A. Mineiro;2.05;3.22;3.70;0;0;7;1;8;2025
308;Vasco;0;2;São Paulo;2.35;3.03;3.39;0;1;6;5;11;2025
308;Bragantino;0;1;Botafogo;3.60;3.40;2.05;0;0;3;6;9;2024
309;Vasco;3;2;Bahia;2.70;3.30;2.50;3;1;2;4;6;2024
309;Juventude;0;2;Palmeiras;6.50;4.15;1.48;0;1;4;1;5;2025
310;Bahia;2;1;Bragantino;1.70;3.70;4.80;0;1;4;3;7;2025
310;Vitoria;2;1;Fluminense;2.65;2.85;3.00;1;0;7;5;12;2024
311;Bragantino;0;0;Cuiaba;1.72;3.30;5.75;0;0;11;5;16;2024
311;Bragantino;2;1;Corinthians;2.54;3.25;2.81;1;0;6;1;7;2025
312;A. Paranaense;1;2;Vitoria;1.80;3.25;5.25;1;1;9;3;12;2024
312;Ceara;1;1;Fortaleza;2.30;3.10;3.40;0;1;5;4;9;2025
313;Juventude;0;3;Fortaleza;2.60;3.20;2.80;0;2;5;3;8;2024
313;Gremio;0;1;Cruzeiro;3.19;3.24;2.31;0;1;5;6;11;2025
314;Fluminense;1;0;Mirasol;1.86;3.40;4.38;1;0;4;3;7;2025
314;Fluminense;2;2;Gremio;2.15;3.15;3.60;1;1;8;2;10;2024
315;Corinthians;2;0;Palmeiras;3.25;3.25;2.20;1;0;2;9;11;2024
315;São Paulo;2;2;Flamengo;4.00;3.20;2.00;1;1;3;5;8;2025
316;Palmeiras;2;0;Santos;1.36;4.75;8.40;0;0;13;5;18;2025
316;Bahia;0;3;São Paulo;2.20;3.25;3.30;0;1;5;4;9;2024
317;Botafogo;3;0;Vasco;1.45;4.20;7.00;2;0;7;4;11;2024
317;Sport;0;2;Juventude;1.73;3.63;4.85;0;1;4;5;9;2025
318;Internacional;2;0;Criciuma;1.40;4.50;8.00;1;0;7;3;10;2024
318;A. Mineiro;3;0;Bahia;2.20;3.22;3.35;0;0;13;3;16;2025
319;Botafogo;3;0;Vasco;1.90;3.40;4.20;1;0;8;3;11;2025
319;A. Goianiense;1;0;A. Mineiro;2.60;3.00;3.00;0;0;4;7;11;2024
320;Cruzeiro;0;1;Flamengo;2.05;3.50;3.50;0;0;7;4;11;2024
320;Vitoria;1;0;Internacional;2.50;3.15;2.88;0;0;4;4;8;2025
321;Internacional;2;0;Fluminense;1.61;3.70;6.00;0;0;4;4;8;2024
321;Corinthians;0;1;Ceara;1.65;3.60;5.92;0;1;9;4;13;2025
322;Palmeiras;1;0;Gremio;1.53;4.00;6.00;0;0;5;5;10;2024
